id	UNIPROT	geneLength
8411	Q6UB35	2937
8412	Q6UB98	6189
8413	Q6UB99	7992
8414	Q6ULP2	2811
8415	Q6UN15	1785
8416	Q6UUV7	1860
8417	Q6UUV9	1905
8418	Q6UVJ0	1974
8419	Q6UVK1	6969
8420	Q6UVW9	525
8421	Q6UVY6	1842
8422	Q6UW32	333
8423	Q6UW56	690
8424	Q6UW60	2268
8425	Q6UW78	282
8426	Q6UW88	465
8427	Q6UWE0	2172
8428	Q6UWE3	303
8429	Q6UWF3	438
8430	Q6UWF7	1635
8431	Q6UWI2	933
8432	Q6UWI4	888
8433	Q6UWJ1	2034
8434	Q6UWJ8	525
8435	Q6UWL2	2244
8436	Q6UWL6	2127
8437	Q6UWP2	783
8438	Q6UWP7	1245
8439	Q6UWP8	1773
8440	Q6UWQ5	447
8441	Q6UWQ7	360
8442	Q6UWR7	1323
8443	Q6UWT2	231
8444	Q6UWT4	264
8445	Q6UWU2	1965
8446	Q6UWV2	708
8447	Q6UWV6	1377
8448	Q6UWW0	555
8449	Q6UWW9	441
8450	Q6UWX4	2175
8451	Q6UWZ7	1230
8452	Q6UX01	1470
8453	Q6UX04	1419
8454	Q6UX06	1533
8455	Q6UX07	1134
8456	Q6UX27	711
8457	Q6UX34	366
8458	Q6UX39	630
8459	Q6UX40	423
8460	Q6UX41	1503
8461	Q6UX46	459
8462	Q6UX71	1590
8463	Q6UX72	1209
8464	Q6UX98	855
8465	Q6UXA7	978
8466	Q6UXB0	1101
8467	Q6UXB1	378
8468	Q6UXB4	882
8469	Q6UXB8	1392
8470	Q6UXD5	2733
8471	Q6UXF1	1728
8472	Q6UXG2	3042
8473	Q6UXG3	999
8474	Q6UXH0	597
8475	Q6UXH1	1062
8476	Q6UXH8	1221
8477	Q6UXK5	2151
8478	Q6UXL0	936
8479	Q6UXM1	3360
8480	Q6UXN7	459
8481	Q6UXN9	942
8482	Q6UXP7	831
8483	Q6UXQ4	354
8484	Q6UXS0	411
8485	Q6UXT8	390
8486	Q6UXT9	1407
8487	Q6UXU4	996
8488	Q6UXU6	480
8489	Q6UXV4	807
8490	Q6UXX5	3942
8491	Q6UXX9	732
8492	Q6UXY8	3021
8493	Q6UXZ0	789
8494	Q6UXZ3	585
8495	Q6UY11	1152
8496	Q6UY14	3225
8497	Q6V0I7	14946
8498	Q6V1X1	2697
8499	Q6VAB6	2853
8500	Q6VB84	1254
8501	Q6VEQ5	1398
8502	Q6VMQ6	3813
8503	Q6VN20	1863
8504	Q6VVB1	1188
8505	Q6VY07	2892
8506	Q6W0C5	480
8507	Q6W2J9	5268
8508	Q6WCQ1	3078
8509	Q6WKZ4	3852
8510	Q6WN34	1290
8511	Q6X4W1	1593
8512	Q6X9E4	1395
8513	Q6XD76	519
8514	Q6XPR3	2355
8515	Q6XQN6	1617
8516	Q6XR72	1458
8517	Q6XUX3	2790
8518	Q6XYB7	597
8519	Q6XZF7	4734
8520	Q6Y1H2	765
8521	Q6Y288	1497
8522	Q6Y7W6	3900
8523	Q6YFQ2	267
8524	Q6YHK3	4338
8525	Q6YHU6	5862
8526	Q6YN16	1257
8527	Q6YP21	1365
8528	Q6ZMB5	1242
8529	Q6ZMI0	2343
8530	Q6ZMJ2	1488
8531	Q6ZMJ4	729
8532	Q6ZMK1	1089
8533	Q6ZMM2	1446
8534	Q6ZMN7	3111
8535	Q6ZMQ8	4125
8536	Q6ZMR3	999
8537	Q6ZMR5	1266
8538	Q6ZMS7	846
8539	Q6ZMT1	1236
8540	Q6ZMU5	1434
8541	Q6ZMV9	2445
8542	Q6ZMY3	3651
8543	Q6ZMY6	1419
8544	Q6ZMZ0	2199
8545	Q6ZN04	1710
8546	Q6ZN11	1221
8547	Q6ZN16	3942
8548	Q6ZN17	753
8549	Q6ZN18	1554
8550	Q6ZN28	2559
8551	Q6ZN30	3300
8552	Q6ZN54	1539
8553	Q6ZN55	2691
8554	Q6ZN57	1386
8555	Q6ZNA1	2811
8556	Q6ZNA4	2985
8557	Q6ZNB6	2736
8558	Q6ZNC8	1488
8559	Q6ZNE5	1479
8560	Q6ZNE9	1716
8561	Q6ZNG0	1269
8562	Q6ZNG1	2169
8563	Q6ZNG9	1479
8564	Q6ZNH5	1497
8565	Q6ZNJ1	8265
8566	Q6ZNL6	4389
8567	Q6ZNR0	519
8568	Q6ZP29	876
8569	Q6ZP65	1722
8570	Q6ZP80	690
8571	Q6ZP82	4353
8572	Q6ZPD8	1014
8573	Q6ZPD9	2151
8574	Q6ZQN5	957
8575	Q6ZQN7	2175
8576	Q6ZQR2	963
8577	Q6ZQW0	1263
8578	Q6ZQX7	1362
8579	Q6ZR03	909
8580	Q6ZR52	1941
8581	Q6ZRI6	3144
8582	Q6ZRP7	2097
8583	Q6ZRQ5	3732
8584	Q6ZRS2	9693
8585	Q6ZRT6	798
8586	Q6ZRV2	3540
8587	Q6ZRY4	630
8588	Q6ZS10	1137
8589	Q6ZS17	3672
8590	Q6ZS27	1281
8591	Q6ZS30	8085
8592	Q6ZS82	708
8593	Q6ZSB9	2298
8594	Q6ZSC3	1074
8595	Q6ZSG1	1041
8596	Q6ZSG2	1440
8597	Q6ZSJ8	333
8598	Q6ZSJ9	1503
8599	Q6ZSR9	1068
8600	Q6ZSS7	2376
8601	Q6ZSY5	2400
8602	Q6ZSZ5	4086
8603	Q6ZSZ6	3234
8604	Q6ZT07	3801
8605	Q6ZT12	5667
8606	Q6ZT21	1362
8607	Q6ZT89	936
8608	Q6ZT98	2664
8609	Q6ZTB9	564
8610	Q6ZTI6	651
8611	Q6ZTN6	1557
8612	Q6ZTQ3	1110
8613	Q6ZTQ4	2658
8614	Q6ZTR5	9564
8615	Q6ZTU2	1467
8616	Q6ZTW0	873
8617	Q6ZU15	1299
8618	Q6ZU35	3702
8619	Q6ZU52	2085
8620	Q6ZU64	5778
8621	Q6ZU65	4044
8622	Q6ZU67	1605
8623	Q6ZU80	3285
8624	Q6ZUA9	3957
8625	Q6ZUB1	4338
8626	Q6ZUJ4	804
8627	Q6ZUJ8	2418
8628	Q6ZUS5	837
8629	Q6ZUS6	1425
8630	Q6ZUT1	879
8631	Q6ZUT3	2145
8632	Q6ZUT6	1605
8633	Q6ZV56	456
8634	Q6ZV60	432
8635	Q6ZV73	4293
8636	Q6ZV77	573
8637	Q6ZV89	1272
8638	Q6ZVD7	2970
8639	Q6ZVD8	3972
8640	Q6ZVH7	3018
8641	Q6ZVK8	972
8642	Q6ZVL6	5550
8643	Q6ZVM7	1524
8644	Q6ZVN8	1281
8645	Q6ZVT0	2022
8646	Q6ZVT6	2070
8647	Q6ZVX7	828
8648	Q6ZW31	2208
8649	Q6ZW49	3210
8650	Q6ZW61	2133
8651	Q6ZW76	1971
8652	Q6ZWB6	1422
8653	Q6ZWH5	3519
8654	Q6ZWJ1	1662
8655	Q6ZWL3	1578
8656	Q6ZWT7	1563
8657	Q6ZXV5	2748
8658	Q6ZYL4	216
8659	Q701N4	534
8660	Q702N8	5532
8661	Q709C8	11262
8662	Q709F0	2343
8663	Q70CQ1	2067
8664	Q70CQ2	10641
8665	Q70CQ3	1554
8666	Q70E73	3753
8667	Q70EK8	3222
8668	Q70EK9	2136
8669	Q70EL1	5055
8670	Q70EL2	2445
8671	Q70EL3	1020
8672	Q70EL4	3372
8673	Q70IA6	714
8674	Q70IA8	651
8675	Q70JA7	2649
8676	Q70SY1	1563
8677	Q70UQ0	1053
8678	Q70YC5	1224
8679	Q70Z35	4821
8680	Q70Z44	1365
8681	Q70Z53	948
8682	Q712K3	717
8683	Q719H9	774
8684	Q719I0	900
8685	Q71DI3	411
8686	Q71F23	1257
8687	Q71F56	6633
8688	Q71H61	1920
8689	Q71RC2	2175
8690	Q71RC9	234
8691	Q71RG4	966
8692	Q71RS6	1503
8693	Q71SY5	2244
8694	Q71U36	1356
8695	Q71UI9	387
8696	Q71UM5	255
8697	Q75MW2	468
8698	Q75MZ5	204
8699	Q75N03	1476
8700	Q75N90	8430
8701	Q75QN2	2988
8702	Q75T13	2769
8703	Q75V66	2742
8704	Q75VX8	2625
8705	Q75WM6	768
8706	Q765P7	2244
8707	Q76FK4	3504
8708	Q76G19	2310
8709	Q76I76	4272
8710	Q76L83	4308
8711	Q76LX8	4284
8712	Q76M96	2853
8713	Q76N32	2274
8714	Q76N89	4821
8715	Q76NI1	5250
8716	Q7KZ85	5181
8717	Q7KZF4	2733
8718	Q7KZI7	2367
8719	Q7KZN9	1233
8720	Q7L014	3096
8721	Q7L099	1410
8722	Q7L0J3	2229
8723	Q7L0Q8	777
8724	Q7L0R7	1299
8725	Q7L0X0	2436
8726	Q7L0X2	1992
8727	Q7L0Y3	1212
8728	Q7L190	915
8729	Q7L1I2	2052
8730	Q7L1Q6	1260
8731	Q7L1V2	1644
8732	Q7L1W4	2577
8733	Q7L266	927
8734	Q7L273	1170
8735	Q7L2E3	3585
8736	Q7L2H7	1125
8737	Q7L2J0	2070
8738	Q7L2K0	1302
8739	Q7L2R6	1572
8740	Q7L2Z9	807
8741	Q7L311	1899
8742	Q7L3B6	1014
8743	Q7L3T8	1428
8744	Q7L3V2	1095
8745	Q7L4I2	1305
8746	Q7L4P6	1266
8747	Q7L523	942
8748	Q7L576	3762
8749	Q7L590	2628
8750	Q7L591	1491
8751	Q7L592	1326
8752	Q7L5A3	1617
8753	Q7L5A8	1119
8754	Q7L5D6	984
8755	Q7L5N1	984
8756	Q7L5N7	1635
8757	Q7L5Y6	1653
8758	Q7L5Y9	1191
8759	Q7L622	2121
8760	Q7L775	1824
8761	Q7L7L0	393
8762	Q7L7V1	2232
8763	Q7L7X3	3006
8764	Q7L804	1539
8765	Q7L8A9	1098
8766	Q7L8J4	1182
8767	Q7L8L6	2295
8768	Q7L8S5	867
8769	Q7L945	1386
8770	Q7L9B9	1710
8771	Q7L9L4	651
8772	Q7LBC6	5286
8773	Q7LBE3	2376
8774	Q7LBR1	600
8775	Q7LC44	1191
8776	Q7LDG7	1830
8777	Q7LFL8	969
8778	Q7LFX5	1686
8779	Q7LG56	1056
8780	Q7LGA3	1071
8781	Q7LGC8	1440
8782	Q7RTN6	1296
8783	Q7RTP6	6009
8784	Q7RTR2	3198
8785	Q7RTS1	570
8786	Q7RTS3	987
8787	Q7RTS5	1791
8788	Q7RTS6	1689
8789	Q7RTS7	1590
8790	Q7RTT3	567
8791	Q7RTT5	567
8792	Q7RTU1	645
8793	Q7RTU3	819
8794	Q7RTV0	333
8795	Q7RTV2	669
8796	Q7RTY0	1281
8797	Q7RTY1	1530
8798	Q7Z2E3	1071
8799	Q7Z2F6	381
8800	Q7Z2H8	1431
8801	Q7Z2K6	2715
8802	Q7Z2K8	3027
8803	Q7Z2T5	2202
8804	Q7Z2W4	2709
8805	Q7Z2W9	618
8806	Q7Z2X4	753
8807	Q7Z2X7	336
8808	Q7Z2Z1	5733
8809	Q7Z2Z2	3363
8810	Q7Z304	2061
8811	Q7Z309	744
8812	Q7Z333	8034
8813	Q7Z353	2073
8814	Q7Z392	3402
8815	Q7Z398	1269
8816	Q7Z3B1	1065
8817	Q7Z3B3	3318
8818	Q7Z3B4	1524
8819	Q7Z3C6	2520
8820	Q7Z3D4	921
8821	Q7Z3D6	1851
8822	Q7Z3E1	1974
8823	Q7Z3E2	2697
8824	Q7Z3E5	2457
8825	Q7Z3G6	2535
8826	Q7Z3H0	1359
8827	Q7Z3H4	1341
8828	Q7Z3I0	1947
8829	Q7Z3I7	1590
8830	Q7Z3J2	2892
8831	Q7Z3J3	5277
8832	Q7Z3K3	4233
8833	Q7Z3K6	1653
8834	Q7Z3S9	711
8835	Q7Z3T8	4620
8836	Q7Z3U7	5154
8837	Q7Z3V4	3207
8838	Q7Z3Y7	1395
8839	Q7Z3Y8	1380
8840	Q7Z3Y9	1407
8841	Q7Z3Z0	1353
8842	Q7Z3Z2	588
8843	Q7Z3Z4	2559
8844	Q7Z401	5592
8845	Q7Z403	2418
8846	Q7Z404	2139
8847	Q7Z406	5988
8848	Q7Z408	10464
8849	Q7Z412	918
8850	Q7Z417	2088
8851	Q7Z419	912
8852	Q7Z422	459
8853	Q7Z429	1116
8854	Q7Z434	1623
8855	Q7Z442	7380
8856	Q7Z443	5199
8857	Q7Z444	702
8858	Q7Z449	1635
8859	Q7Z460	4617
8860	Q7Z465	1074
8861	Q7Z478	4110
8862	Q7Z494	3993
8863	Q7Z4F1	2142
8864	Q7Z4G1	258
8865	Q7Z4G4	1392
8866	Q7Z4H3	615
8867	Q7Z4H7	2868
8868	Q7Z4H8	1524
8869	Q7Z4H9	780
8870	Q7Z4I7	1026
8871	Q7Z4K8	2280
8872	Q7Z4L5	3951
8873	Q7Z4N2	4812
8874	Q7Z4N8	1635
8875	Q7Z4Q2	2043
8876	Q7Z4R8	576
8877	Q7Z4S6	5025
8878	Q7Z4T9	2304
8879	Q7Z4U5	423
8880	Q7Z4V0	2487
8881	Q7Z4V5	2016
8882	Q7Z4W1	735
8883	Q7Z4W3	246
8884	Q7Z569	1779
8885	Q7Z570	3630
8886	Q7Z589	3969
8887	Q7Z591	4320
8888	Q7Z5A4	882
8889	Q7Z5A9	402
8890	Q7Z5B4	1110
8891	Q7Z5G4	414
8892	Q7Z5H3	2097
8893	Q7Z5H4	1074
8894	Q7Z5H5	906
8895	Q7Z5J4	5721
8896	Q7Z5J8	4305
8897	Q7Z5K2	3573
8898	Q7Z5L2	2379
8899	Q7Z5L9	1764
8900	Q7Z5N4	6642
8901	Q7Z5R6	2001
8902	Q7Z5S9	1038
8903	Q7Z5V6	1278
8904	Q7Z5W3	879
8905	Q7Z5Y7	1260
8906	Q7Z614	951
8907	Q7Z628	1791
8908	Q7Z698	1257
8909	Q7Z699	1335
8910	Q7Z6A9	870
8911	Q7Z6B0	1326
8912	Q7Z6B7	3258
8913	Q7Z6E9	5379
8914	Q7Z6G3	1161
8915	Q7Z6G8	3747
8916	Q7Z6I5	573
8917	Q7Z6I8	567
8918	Q7Z6J0	2667
8919	Q7Z6J4	1968
8920	Q7Z6J6	1713
8921	Q7Z6J8	1170
8922	Q7Z6J9	1581
8923	Q7Z6K1	1188
8924	Q7Z6K3	1209
8925	Q7Z6K4	345
8926	Q7Z6K5	681
8927	Q7Z6L0	1023
8928	Q7Z6L1	3498
8929	Q7Z6M1	1119
8930	Q7Z6M2	1668
8931	Q7Z6M4	1146
8932	Q7Z6R9	1359
8933	Q7Z6V5	576
8934	Q7Z6W1	549
8935	Q7Z6W7	930
8936	Q7Z6Z6	1290
8937	Q7Z6Z7	13125
8938	Q7Z713	477
8939	Q7Z739	1758
8940	Q7Z769	942
8941	Q7Z782	141
8942	Q7Z794	1737
8943	Q7Z7A1	6978
8944	Q7Z7A3	1047
8945	Q7Z7A4	1737
8946	Q7Z7B0	3642
8947	Q7Z7C7	993
8948	Q7Z7C8	933
8949	Q7Z7E8	1269
8950	Q7Z7F0	1845
8951	Q7Z7F7	387
8952	Q7Z7G0	3228
8953	Q7Z7G1	1287
8954	Q7Z7G8	12069
8955	Q7Z7H3	1164
8956	Q7Z7H5	684
8957	Q7Z7H8	786
8958	Q7Z7J5	897
8959	Q7Z7K0	321
8960	Q7Z7K2	1788
8961	Q7Z7K6	828
8962	Q7Z7L1	2706
8963	Q7Z7L7	2301
8964	Q7Z7L9	1845
8965	Q7Z7M0	8538
8966	Q7Z7N9	660
8967	Q86SE5	876
8968	Q86SE8	645
8969	Q86SE9	771
8970	Q86SF2	1974
8971	Q86SG2	918
8972	Q86SG5	306
8973	Q86SG6	2079
8974	Q86SJ2	1569
8975	Q86SJ6	3123
8976	Q86SK9	993
8977	Q86SQ0	3762
8978	Q86SQ6	1683
8979	Q86SQ7	2142
8980	Q86SX3	1488
8981	Q86SX6	474
8982	Q86SZ2	477
8983	Q86T03	834
8984	Q86T20	309
8985	Q86T23	336
8986	Q86T24	2019
8987	Q86T65	3207
8988	Q86T82	2940
8989	Q86T90	1734
8990	Q86TA1	651
8991	Q86TB9	2313
8992	Q86TC9	3963
8993	Q86TD4	1422
8994	Q86TE4	1041
8995	Q86TG1	816
8996	Q86TG7	2127
8997	Q86TH1	2856
8998	Q86TI0	3507
8999	Q86TI2	2592
9000	Q86TJ2	1263
9001	Q86TM6	1854
9002	Q86TN4	762
9003	Q86TP1	1362
9004	Q86TS9	372
9005	Q86TU7	1785
9006	Q86TV6	2532
9007	Q86TW2	1593
9008	Q86TX2	1266
9009	Q86U06	1320
9010	Q86U28	465
9011	Q86U38	1911
9012	Q86U42	921
9013	Q86U44	1743
9014	Q86U70	1236
9015	Q86U86	5070
9016	Q86UA1	2010
9017	Q86UA6	660
9018	Q86UB2	1512
9019	Q86UC2	1683
9020	Q86UD0	1185
9021	Q86UD3	762
9022	Q86UD4	1626
9023	Q86UD5	1614
9024	Q86UE3	2511
9025	Q86UE4	1749
9026	Q86UE6	1569
9027	Q86UE8	2319
9028	Q86UF1	852
9029	Q86UK0	7788
9030	Q86UK5	3927
9031	Q86UK7	2715
9032	Q86UL3	1371
9033	Q86UL8	4368
9034	Q86UN2	1326
9035	Q86UN3	1263
9036	Q86UN6	594
9037	Q86UP0	2460
9038	Q86UP2	4074
9039	Q86UP3	10704
9040	Q86UP8	2850
9041	Q86UP9	711
9042	Q86UQ8	540
9043	Q86UR1	1431
9044	Q86UR5	5079
9045	Q86US8	4260
9046	Q86UT5	1716
9047	Q86UT6	2928
9048	Q86UT8	999
9049	Q86UU0	4500
9050	Q86UU1	4134
9051	Q86UU5	1959
9052	Q86UV5	3108
9053	Q86UV6	753
9054	Q86UV7	753
9055	Q86UW1	1023
9056	Q86UW2	387
9057	Q86UW6	5313
9058	Q86UW7	3891
9059	Q86UW9	1869
9060	Q86UX2	2829
9061	Q86UX6	1461
9062	Q86UX7	2004
9063	Q86UY5	1305
9064	Q86UY6	714
9065	Q86UY8	1647
9066	Q86V15	5280
9067	Q86V21	2019
9068	Q86V24	1161
9069	Q86V25	1068
9070	Q86V40	1518
9071	Q86V42	1641
9072	Q86V48	3231
9073	Q86V59	1320
9074	Q86V81	774
9075	Q86V85	1323
9076	Q86V86	981
9077	Q86V97	2025
9078	Q86VB7	3471
9079	Q86VD7	957
9080	Q86VE0	1200
9081	Q86VF2	3756
9082	Q86VF7	5193
9083	Q86VG3	666
9084	Q86VH2	4206
9085	Q86VI1	2241
9086	Q86VI3	4896
9087	Q86VI4	954
9088	Q86VK4	1437
9089	Q86VL0	729
9090	Q86VM6	1032
9091	Q86VM9	2862
9092	Q86VN1	1161
9093	Q86VP1	2370
9094	Q86VP3	2670
9095	Q86VP6	3693
9096	Q86VQ0	2094
9097	Q86VQ1	1644
9098	Q86VQ3	1662
9099	Q86VR2	1401
9100	Q86VR8	1314
9101	Q86VS8	2157
9102	Q86VU5	789
9103	Q86VV4	1398
9104	Q86VV8	6681
9105	Q86VW0	2091
9106	Q86VX2	603
9107	Q86VX9	1959
9108	Q86VY4	1254
9109	Q86VZ2	993
9110	Q86VZ4	1503
9111	Q86VZ5	1242
9112	Q86VZ6	732
9113	Q86W11	1485
9114	Q86W33	1122
9115	Q86W34	1083
9116	Q86W42	1026
9117	Q86W54	618
9118	Q86W56	2931
9119	Q86W67	621
9120	Q86W74	687
9121	Q86W92	3036
9122	Q86WA8	2559
9123	Q86WB0	1509
9124	Q86WB7	1374
9125	Q86WC4	1005
9126	Q86WC6	465
9127	Q86WG3	1116
9128	Q86WG5	5550
9129	Q86WH2	717
9130	Q86WI3	5601
9131	Q86WJ1	2694
9132	Q86WK9	1041
9133	Q86WP2	1422
9134	Q86WQ0	420
9135	Q86WR0	627
9136	Q86WR7	1308
9137	Q86WS4	1959
9138	Q86WT1	1998
9139	Q86WT6	1503
9140	Q86WU2	1524
9141	Q86WV1	1080
9142	Q86WV2	252
9143	Q86WV5	372
9144	Q86WV6	1140
9145	Q86WV7	684
9146	Q86WV8	1101
9147	Q86WW8	225
9148	Q86WX3	411
9149	Q86WZ0	3081
9150	Q86WZ6	2400
9151	Q86X02	1398
9152	Q86X10	4485
9153	Q86X19	597
9154	Q86X24	1185
9155	Q86X27	1752
9156	Q86X29	1950
9157	Q86X45	1401
9158	Q86X51	1512
9159	Q86X52	2409
9160	Q86X53	1332
9161	Q86X55	1827
9162	Q86X59	756
9163	Q86X60	450
9164	Q86X76	984
9165	Q86X83	600
9166	Q86X95	1353
9167	Q86XA0	573
9168	Q86XA9	6123
9169	Q86XD5	999
9170	Q86XD8	2184
9171	Q86XE0	1212
9172	Q86XE5	984
9173	Q86XF0	564
9174	Q86XF7	738
9175	Q86XI2	3432
9176	Q86XI6	858
9177	Q86XI8	1884
9178	Q86XJ1	2085
9179	Q86XJ5	1671
9180	Q86XK2	2784
9181	Q86XK3	738
9182	Q86XL3	2817
9183	Q86XM0	2397
9184	Q86XN7	2835
9185	Q86XN8	1956
9186	Q86XP1	3663
9187	Q86XP3	2817
9188	Q86XP6	555
9189	Q86XR2	2094
9190	Q86XR7	708
9191	Q86XR8	1503
9192	Q86XS5	1167
9193	Q86XS8	1260
9194	Q86XT2	756
9195	Q86XT4	1464
9196	Q86XU0	1755
9197	Q86XX4	12027
9198	Q86XZ4	1638
9199	Q86Y01	1863
9200	Q86Y07	1527
9201	Q86Y13	3627
9202	Q86Y22	1623
9203	Q86Y26	3399
9204	Q86Y28	120
9205	Q86Y33	1560
9206	Q86Y37	1110
9207	Q86Y38	2880
9208	Q86Y39	426
9209	Q86Y46	1623
9210	Q86Y56	2568
9211	Q86Y78	516
9212	Q86Y79	645
9213	Q86Y82	831
9214	Q86Y91	2559
9215	Q86Y97	1389
9216	Q86YA3	6315
9217	Q86YB7	879
9218	Q86YB8	1404
9219	Q86YC2	3561
9220	Q86YD1	1251
9221	Q86YD3	1101
9222	Q86YD7	1395
9223	Q86YF9	2604
9224	Q86YI8	903
9225	Q86YJ5	1041
9226	Q86YJ6	1455
9227	Q86YJ7	1881
9228	Q86YL7	489
9229	Q86YM7	1065
9230	Q86YN1	717
9231	Q86YN6	3072
9232	Q86YP4	1902
9233	Q86YQ8	1695
9234	Q86YR5	2028
9235	Q86YR7	3345
9236	Q86YS3	1914
9237	Q86YS6	639
9238	Q86YS7	3003
9239	Q86YT5	1707
9240	Q86YT6	3021
9241	Q86YT9	1185
9242	Q86YV0	3036
9243	Q86YV5	4221
9244	Q86YV6	1167
9245	Q86YV9	2328
9246	Q86YW7	393
9247	Q86YW9	6438
9248	Q86YZ3	8553
9249	Q86Z02	3633
9250	Q86Z14	3135
9251	Q86Z20	1536
9252	Q86Z23	717
9253	Q8HWS3	2787
9254	Q8IU54	603
9255	Q8IU57	1563
9256	Q8IU60	1263
9257	Q8IU65	654
9258	Q8IU80	2436
9259	Q8IU81	1755
9260	Q8IU85	1158
9261	Q8IU99	1041
9262	Q8IUA7	4875
9263	Q8IUB2	696
9264	Q8IUB3	222
9265	Q8IUB5	282
9266	Q8IUB9	273
9267	Q8IUC1	492
9268	Q8IUC2	192
9269	Q8IUC4	2061
9270	Q8IUC6	2139
9271	Q8IUD2	3351
9272	Q8IUD6	1299
9273	Q8IUE0	558
9274	Q8IUE6	393
9275	Q8IUF1	1188
9276	Q8IUF8	1398
9277	Q8IUG5	7704
9278	Q8IUH3	1431
9279	Q8IUH5	1899
9280	Q8IUH8	2055
9281	Q8IUI8	1329
9282	Q8IUN9	951
9283	Q8IUQ0	1065
9284	Q8IUQ4	849
9285	Q8IUR0	567
9286	Q8IUR5	2649
9287	Q8IUR6	1920
9288	Q8IUR7	2022
9289	Q8IUW1	486
9290	Q8IUW3	1275
9291	Q8IUW5	816
9292	Q8IUX1	693
9293	Q8IUX4	1122
9294	Q8IUX8	1662
9295	Q8IUY3	1065
9296	Q8IUZ0	2061
9297	Q8IUZ5	1353
9298	Q8IV03	696
9299	Q8IV04	1341
9300	Q8IV08	1473
9301	Q8IV16	555
9302	Q8IV20	1293
9303	Q8IV31	651
9304	Q8IV36	2367
9305	Q8IV38	1326
9306	Q8IV45	1557
9307	Q8IV48	1050
9308	Q8IV50	648
9309	Q8IV61	2073
9310	Q8IV63	1425
9311	Q8IVA1	411
9312	Q8IVB4	1938
9313	Q8IVD9	1086
9314	Q8IVE3	4482
9315	Q8IVF2	17388
9316	Q8IVF5	5106
9317	Q8IVF6	2979
9318	Q8IVF7	3087
9319	Q8IVG5	4755
9320	Q8IVG9	75
9321	Q8IVH2	2043
9322	Q8IVH4	1257
9323	Q8IVH8	2685
9324	Q8IVI9	1521
9325	Q8IVJ1	1542
9326	Q8IVL0	7158
9327	Q8IVL1	7467
9328	Q8IVL5	2127
9329	Q8IVL6	2211
9330	Q8IVM0	921
9331	Q8IVP5	468
9332	Q8IVP9	1209
9333	Q8IVQ6	798
9334	Q8IVS2	1173
9335	Q8IVS8	1572
9336	Q8IVT2	2040
9337	Q8IVT5	2772
9338	Q8IVU3	3069
9339	Q8IVV2	6204
9340	Q8IVV7	903
9341	Q8IVW1	534
9342	Q8IVW4	1779
9343	Q8IVW6	1686
9344	Q8IW00	963
9345	Q8IW03	810
9346	Q8IW19	1536
9347	Q8IW35	2598
9348	Q8IW36	1548
9349	Q8IW40	729
9350	Q8IW41	1422
9351	Q8IW45	1044
9352	Q8IW50	558
9353	Q8IW92	1911
9354	Q8IW93	2409
9355	Q8IWA0	2493
9356	Q8IWA4	2226
9357	Q8IWA6	1653
9358	Q8IWB1	1644
9359	Q8IWB4	4044
9360	Q8IWB6	4494
9361	Q8IWB7	1233
9362	Q8IWB9	3384
9363	Q8IWC1	2631
9364	Q8IWD4	840
9365	Q8IWE2	1692
9366	Q8IWE4	915
9367	Q8IWE5	3060
9368	Q8IWF2	2055
9369	Q8IWF6	1827
9370	Q8IWF7	228
9371	Q8IWI9	9198
9372	Q8IWJ2	5055
9373	Q8IWK6	3966
9374	Q8IWL1	747
9375	Q8IWL2	747
9376	Q8IWL3	708
9377	Q8IWL8	387
9378	Q8IWN7	7203
9379	Q8IWP9	825
9380	Q8IWQ3	2211
9381	Q8IWR0	2916
9382	Q8IWR1	1212
9383	Q8IWS0	1098
9384	Q8IWT0	504
9385	Q8IWT3	7554
9386	Q8IWT6	2433
9387	Q8IWU2	4512
9388	Q8IWU4	1110
9389	Q8IWU9	1473
9390	Q8IWV1	1197
9391	Q8IWV2	3081
9392	Q8IWV7	5250
9393	Q8IWV8	5268
9394	Q8IWW6	2541
9395	Q8IWW8	1404
9396	Q8IWX7	2796
9397	Q8IWX8	2751
9398	Q8IWY7	4950
9399	Q8IWY8	2559
9400	Q8IWY9	3684
9401	Q8IWZ3	7629
9402	Q8IWZ5	2172
9403	Q8IWZ6	2148
9404	Q8IWZ8	1938
9405	Q8IX01	3249
9406	Q8IX03	3342
9407	Q8IX04	1416
9408	Q8IX06	2028
9409	Q8IX07	3021
9410	Q8IX12	3453
9411	Q8IX15	1653
9412	Q8IX18	2340
9413	Q8IX19	564
9414	Q8IX21	3522
9415	Q8IX29	879
9416	Q8IX30	2982
9417	Q8IX90	1239
9418	Q8IXA5	648
9419	Q8IXB1	2382
9420	Q8IXF0	2802
9421	Q8IXH6	663
9422	Q8IXH7	1773
9423	Q8IXI1	1857
9424	Q8IXI2	1857
9425	Q8IXJ6	1170
9426	Q8IXJ9	4626
9427	Q8IXK0	2577
9428	Q8IXK2	1746
9429	Q8IXL6	1755
9430	Q8IXL7	579
9431	Q8IXL9	495
9432	Q8IXM2	519
9433	Q8IXM3	414
9434	Q8IXM6	789
9435	Q8IXM7	825
9436	Q8IXN4	1374
9437	Q8IXP5	711
9438	Q8IXQ4	1023
9439	Q8IXQ5	1761
9440	Q8IXQ6	2565
9441	Q8IXR5	2040
9442	Q8IXS0	1527
9443	Q8IXS6	1140
9444	Q8IXS8	1593
9445	Q8IXT2	1104
9446	Q8IXT5	3006
