UniprotKB	GeneSymbol	GC3	T2	Conections
Q8IY37	DHX37	76.5112262521589	26.4248704663212	6
Q8IY42	C4orf19	51.1111111111111	18.0952380952381	5
Q8IY49	MMD2	78.2287822878229	34.3173431734317	1
Q8IY51	TIGD4	26.9005847953216	27.6803118908382	1
Q8IY57	YAF2	49.7237569060773	14.3646408839779	44
Q8IY63	AMOTL1	64.78578892372	19.9582027168234	17
Q8IY67	RAVER1	66.7779632721202	16.0267111853088	9
Q8IY81	FTSJ3	58.2547169811321	23.8207547169811	18
Q8IY82	DRC7	80.8	26.0571428571429	3
Q8IY92	SLX4	61.8264088852324	20.1974496092143	155
Q8IY95	TMEM192	48.5294117647059	35.6617647058824	1
Q8IYA6	CKAP2L	37.3994638069705	22.6541554959786	3
Q8IYA7	MKX	60.6232294617564	21.2464589235127	1
Q8IYA8	CCDC36	51.0924369747899	23.5294117647059	73
Q8IYB1	MB21D2	65.4471544715447	29.4715447154472	28
Q8IYB3	SRRM1	38.3002207505519	10.5960264900662	23
Q8IYB4	PEX5L	48.6443381180223	23.444976076555	1
Q8IYB5	SMAP1	43.3760683760684	23.0769230769231	11
Q8IYB7	DIS3L2	56.2130177514793	27.2189349112426	4
Q8IYB8	SUPV3L1	43.5832274459975	28.843710292249	4
Q8IYB9	ZNF595	35.4391371340524	17.4114021571649	1
Q8IYD1	GSPT2	46.422893481717	26.7090620031796	4
Q8IYD2	KLHDC8A	78.9173789173789	29.0598290598291	2
Q8IYD8	FANCM	30.9907271839922	26.4519277696437	21
Q8IYD9	LAS2	32.171581769437	22.7882037533512	5
Q8IYE0	CCDC146	41.4225941422594	28.765690376569	73
Q8IYE1	CCDC13	69.5530726256983	25	56
Q8IYF1	ELOA2	66.3129973474801	14.5888594164456	20
Q8IYF3	TEX11	39.0010626992561	31.0308182784272	71
Q8IYG6	LRRC56	75.6906077348066	21.731123388582	1
Q8IYH5	ZZZ3	31.0840707964602	20.4646017699115	16
Q8IYI0	C20orf196	53.3980582524272	22.3300970873786	2
Q8IYI6	EXOC8	62.534435261708	27.961432506887	73
Q8IYI8	ZNF440	36.0738255033557	19.4630872483221	27
Q8IYJ0	PIANP	64.3109540636042	22.6148409893993	1
Q8IYJ2	C10orf67	43.557168784029	27.0417422867514	1
Q8IYJ3	SYTL1	78.8632326820604	21.8472468916519	2
Q8IYK2	CCDC105	81	24	2
Q8IYK4	COLGALT2	65.5502392344498	27.591706539075	2
Q8IYK8	REM2	71.6012084592145	21.7522658610272	3
Q8IYL3	C1orf174	51.6393442622951	19.672131147541	9
Q8IYM1	SEPT12	82.1727019498607	29.8050139275766	15
Q8IYM2	SLFN12	42.6597582037997	30.0518134715026	2
Q8IYM9	TRIM22	53.5070140280561	28.4569138276553	5
Q8IYN0	ZNF100	36.6482504604052	18.9686924493554	1
Q8IYN2	TCEAL8	40.6779661016949	17.7966101694915	2
Q8IYP9	ZDHHC23	60.1485148514851	31.1881188118812	1
Q8IYQ7	THNSL1	31.7204301075269	30.1075268817204	3
Q8IYR0	CFAP206	35.3130016051364	30.1765650080257	56
Q8IYR2	SMYD4	55.6521739130435	26.583850931677	1
Q8IYR6	TMEFF1	36.4829396325459	19.4225721784777	8
Q8IYS0	GRAMD1C	39.0648567119155	28.3559577677225	3
Q8IYS1	PM20D2	51.9450800915332	25.1716247139588	24
Q8IYS2	KIAA2013	84.8818897637795	30.5511811023622	12
Q8IYS8	BOD1L2	61.6216216216216	23.2432432432432	5
Q8IYT3	CCDC170	51.6759776536313	25.9776536312849	2
Q8IYT4	KATNAL2	54.389721627409	26.9807280513919	58
Q8IYT8	ULK2	47.6374156219865	24.4937319189971	54
Q8IYU2	HACE1	36.3736263736264	30.2197802197802	8
Q8IYU4	UBQLNL	54.3581616481775	25.3565768621236	2
Q8IYU8	MICU2	39.0804597701149	29.6551724137931	2
Q8IYV9	IZUMO1	62.3931623931624	29.0598290598291	3
Q8IYW5	RNF168	44.5804195804196	18.8811188811189	26
Q8IYX0	ZNF679	36.4077669902913	18.9320388349515	4
Q8IYX1	TBC1D21	75.3709198813056	34.1246290801187	22
Q8IYX3	CCDC116	76.1627906976744	23.2558139534884	24
Q8IYX4	DND1	79.0960451977401	27.9661016949153	1
Q8IYX7	SAXO1	58.9473684210526	20.4210526315789	42
Q8IYX8	CEP57L1	34.70715835141	24.9457700650759	81
Q8IYY4	DZIP1L	66.9270833333333	21.7447916666667	9
Q8IZ07	ANKRD13A	52.6226734348562	27.7495769881557	9
Q8IZ08	GPR135	86.8686868686869	28.8888888888889	3
Q8IZ13	ZBED8	33.4453781512605	33.6134453781513	10
Q8IZ20	ZNF683	70.9803921568627	23.3333333333333	5
Q8IZ21	PHACTR4	42.2475106685633	20.199146514936	9
Q8IZ26	ZNF34	61.4814814814815	18.7037037037037	2
Q8IZ40	RCOR2	71.3740458015267	21.7557251908397	5
Q8IZ52	CHPF	77.9639175257732	26.2886597938144	9
Q8IZ57	NRSN1	54.5918367346939	30.6122448979592	2
Q8IZ69	TRMT2A	77.1565495207668	25.2396166134185	26
Q8IZ73	RPUSD2	66.4835164835165	24.3589743589744	1
Q8IZ81	ELMOD2	38.4353741496599	32.9931972789116	1
Q8IZ83	ALDH16A1	77.5840597758406	25.653798256538	6
Q8IZA0	KIAA0319L	53.9047619047619	25.9047619047619	4
Q8IZC4	RTKN2	36.0655737704918	27.7049180327869	2
Q8IZC7	ZNF101	38.9016018306636	18.0778032036613	10
Q8IZD2	KMT2E	30.8230231307154	18.0742334588488	5
Q8IZD4	DCP1B	54.4426494345719	23.5864297253635	24
Q8IZD9	DOCK3	61.7922205809946	30.1329394387001	9
Q8IZE3	SCYL3	42.7994616419919	30.1480484522207	13
Q8IZF0	NALCN	52.5014376078206	36.5727429557217	2
Q8IZF2	ADGRF5	52.5612472160356	30.3637713437268	1
Q8IZF3	ADGRF4	50.8620689655172	34.7701149425287	1
Q8IZF4	ADGRG5	78.0718336483932	33.8374291115312	1
Q8IZH2	XRN1	32.4545987111892	26.4792032806093	42
Q8IZI9	IFNL3	78.6802030456853	29.4416243654822	1
Q8IZJ1	UNC5B	80.5496828752643	25.4756871035941	4
Q8IZL2	MAML2	52.2116218560278	19.1673894189072	10
Q8IZL8	PELP1	61.2732095490716	24.314765694076	28
Q8IZL9	CDK20	74.0634005763689	31.700288184438	24
Q8IZP0	ABI1	36.5422396856582	20.4322200392927	105
Q8IZP1	TBC1D3	68.5454545454545	22.3636363636364	1
Q8IZP2	ST13P4	41.49377593361	21.1618257261411	2
Q8IZP6	RNF113B	76.4705882352941	17.0278637770898	3
Q8IZP9	ADGRG2	47.3477406679764	32.3182711198428	1
Q8IZQ1	WDFY3	44.003402324922	29.6569322370286	35
Q8IZQ5	SELENOH	78.8617886178862	22.7642276422764	2
Q8IZQ8	MYOCD	56.0170394036209	22.6837060702875	3
Q8IZR5	CMTM4	71.9148936170213	32.7659574468085	4
Q8IZS5	OFCC1	41.3793103448276	20.2586206896552	7
Q8IZS8	CACNA2D3	55.4945054945055	29.4871794871795	1
Q8IZT6	ASPM	31.2535940195515	28.1196089706728	49
Q8IZT9	FAM9C	33.5329341317365	19.7604790419162	1
Q8IZU0	FAM9B	36.3636363636364	18.1818181818182	126
Q8IZU1	FAM9A	38.7387387387387	14.1141141141141	33
Q8IZU2	WDR17	30.7634164777022	28.2690854119426	2
Q8IZU3	SYCP3	37.5527426160338	26.5822784810127	2
Q8IZU9	KIRREL3	80.1026957637997	27.0860077021823	2
Q8IZV2	CMTM8	72.9885057471264	36.2068965517241	1
Q8IZV5	RDH10	63.1578947368421	33.0409356725146	2
Q8IZW8	TNS4	70.9497206703911	22.9050279329609	20
Q8IZX4	TAF1L	45.3749315818281	24.2474001094691	2
Q8IZY2	ABCA7	78.9007918025151	31.1131811830461	5
Q8IZY5	BLID	47.7064220183486	31.1926605504587	9
Q8J025	APCDD1	77.8640776699029	24.6601941747573	5
Q8N0S2	SYCE1	65.1898734177215	24.0506329113924	51
Q8N0S6	CENPL	33.0434782608696	30.1449275362319	2
Q8N0T1	C8orf59	33.6633663366337	28.7128712871287	2
Q8N0U4	FAM185A	48.3460559796438	26.2086513994911	1
Q8N0U6	LINC00518	47.0588235294118	27.7310924369748	13
Q8N0U8	VKORC1L1	71.1864406779661	38.4180790960452	8
Q8N0V1	ZNF295-AS1	52.9616724738676	23.6933797909408	2
Q8N0V1	ZNF295-AS1	58.1761006289308	17.9245283018868	2
Q8N0V3	RBFA	65.4069767441861	21.5116279069767	15
Q8N0W4	NLGN4X	67.1970624235006	27.172582619339	1
Q8N0X2	SPAG16	41.4556962025316	25.9493670886076	6
Q8N0X7	SPG20	32.9835082458771	22.9385307346327	30
Q8N0Y2	ZNF444	87.5	17.3780487804878	8
Q8N0Z2	ABRA	60.2094240837696	20.1570680628272	2
Q8N0Z3	SPICE1	37.7336448598131	24.6495327102804	143
Q8N0Z6	TTC5	56.6893424036281	26.7573696145125	12
Q8N0Z8	PUSL1	82.5657894736842	26.6447368421053	2
Q8N100	ATOH7	91.5032679738562	20.9150326797386	1
Q8N103	TAGAP	65.4371584699454	25.1366120218579	1
Q8N108	MIER1	23.4375	18.75	4
Q8N111	CEND1	76.6666666666667	15.3333333333333	2
Q8N112	LSMEM2	71.5151515151515	31.5151515151515	15
Q8N114	SHISA5	69.7095435684647	23.6514522821577	4
Q8N122	RPTOR	77.4700598802395	28.8173652694611	66
Q8N128	FAM177A1	41.1214953271028	24.7663551401869	1
Q8N129	CNPY4	60.2409638554217	24.8995983935743	1
Q8N131	TMEM123	38.755980861244	22.9665071770335	3
Q8N136	DAW1	43.2692307692308	25.9615384615385	2
Q8N137	CNTROB	63.2743362831858	20.7964601769912	127
Q8N138	ORMDL3	83.1168831168831	40.2597402597403	7
Q8N139	ABCA6	39.6786155747837	36.2793572311496	1
Q8N140	EID3	50.8982035928144	29.6407185628743	8
Q8N141	ZFP82	36.3977485928705	21.9512195121951	1
Q8N142	ADSSL1	75.5458515283843	28.3842794759825	3
Q8N144	GJD3	93.5593220338983	27.7966101694915	1
Q8N145	LGI3	79.9635701275046	28.7795992714025	1
Q8N157	AHI1	32.8320802005013	24.7284878863826	41
Q8N159	NAGS	85.4205607476636	26.5420560747664	1
Q8N163	CCAR2	65.4761904761905	25.3246753246753	61
Q8N165	PDIK1L	43.2748538011696	30.7017543859649	5
Q8N183	NDUFAF2	40.5882352941176	18.2352941176471	3
Q8N184	ZNF567	36.7283950617284	18.5185185185185	2
Q8N187	CARF	33.6088154269972	25.6198347107438	2
Q8N196	SIX5	76.6444232602478	22.4976167778837	3
Q8N1A0	KRT222	40.2027027027027	26.6891891891892	1
Q8N1A6	C4orf33	31	28.5	2
Q8N1B3	FAM58A	74.8837209302326	33.0232558139535	8
Q8N1B4	VPS52	60.2209944751381	31.4917127071823	101
Q8N1D0	SLC22A18AS	56.6929133858268	22.0472440944882	1
Q8N1E2	LYG1	56.9230769230769	25.6410256410256	1
Q8N1E6	FBXL14	85.4415274463007	31.5035799522673	7
Q8N1F1	LRRC75A-AS1	60.3053435114504	16.030534351145	3
Q8N1F7	NUP93	60.4878048780488	29.8780487804878	43
Q8N1F8	STK11IP	68.5454545454545	27.3636363636364	7
Q8N1G0	ZNF687	64.4588045234249	20.1938610662359	17
Q8N1G1	REXO1	83.7285363859362	17.7432542927228	1
Q8N1G2	CMTR1	62.799043062201	28.5885167464115	5
Q8N1G4	LRRC47	76.8835616438356	26.541095890411	18
Q8N1H7	SIX6OS1	22.7891156462585	23.6394557823129	3
Q8N1I0	DOCK4	52.4656837824098	29.8932384341637	5
Q8N1K5	THEMIS	42.9906542056075	30.3738317757009	12
Q8N1L4	CYP4Z2P	58.6510263929619	33.1378299120235	1
Q8N1L9	BATF2	70.9090909090909	20.7272727272727	20
Q8N1N0	CLEC4F	54.2253521126761	27.9929577464789	1
Q8N1N4	KRT78	76.7754318618042	24.1842610364683	21
Q8N1N5	CRIPAK	63.9821029082774	20.3579418344519	2
Q8N1Q1	CA13	44.106463878327	25.8555133079848	2
Q8N1Q8	THEM5	64.5161290322581	30.241935483871	2
Q8N1V2	CFAP52	56.3607085346216	29.4685990338164	3
Q8N1W1	ARHGEF28	50	25.0293083235639	1
Q8N1Y9	Undef	53.1428571428571	22.8571428571429	1
Q8N201	INTS1	87.3260073260073	30.03663003663	10
Q8N205	SYNE4	71.358024691358	23.7037037037037	58
Q8N239	KLHL34	83.2558139534884	26.5116279069767	3
Q8N257	H2BU1	86.6141732283465	20.4724409448819	7
Q8N264	ARHGAP24	55.2736982643525	23.7650200267023	4
Q8N268	C20orf197	53.5433070866142	27.5590551181102	1
Q8N283	ANKRD35	63.373253493014	21.3572854291417	1
Q8N2C7	UNC80	54.4322344322344	24.3956043956044	3
Q8N2F6	ARMC10	47.6744186046512	30.5232558139535	2
Q8N2G8	GHDC	72.5047080979284	26.7419962335217	1
Q8N2H3	PYROXD2	67.3539518900344	28.3505154639175	3
Q8N2H4	SYS1	82.8025477707006	39.4904458598726	1
Q8N2H9	PELI3	72.5531914893617	20.4255319148936	8
Q8N2I2	ZNF619	49.0196078431373	19.7860962566845	1
Q8N2I9	STK40	77.0642201834862	28.4403669724771	7
Q8N2K0	ABHD12	63.4085213032581	27.5689223057644	3
Q8N2K1	UBE2J2	64.6153846153846	28.8461538461538	4
Q8N2M4	TMEM86A	73.0290456431535	39.4190871369295	10
Q8N2M8	CLASRP	74.6218487394958	11.9327731092437	8
Q8N2N9	ANKRD36B	33.6041358936485	22.8951255539143	16
Q8N2Q7	NLGN1	37.8472222222222	26.7361111111111	4
Q8N2R0	OSR2	70.2764976958525	21.1981566820277	3
Q8N2S1	LTBP4	74.4615384615385	15.6307692307692	11
Q8N2U0	TMEM256	68.4210526315789	28.0701754385965	9
Q8N2U9	PQLC1	88.6029411764706	35.2941176470588	2
Q8N2W9	PIAS4	86.105675146771	26.614481409002	59
Q8N2X6	EXOC3-AS1	61.6666666666667	18.3333333333333	9
Q8N2Y8	RUSC2	64.4693473961767	19.116677653263	15
Q8N2Z9	CENPS	48.2014388489209	21.5827338129496	7
Q8N302	AGGF1	34.6853146853147	19.4405594405594	19
Q8N307	MUC20	64.9295774647887	17.6056338028169	2
Q8N326	C10orf111	52.5641025641026	31.4102564102564	6
Q8N328	PGBD3	41.1487758945386	23.6346516007533	1
Q8N335	GPD1L	58.5227272727273	32.3863636363636	1
Q8N336	ELMOD1	46.5671641791045	30.7462686567164	1
Q8N339	MT1M	83.8709677419355	8.06451612903226	6
Q8N344	MIER2	75.6410256410256	21.978021978022	4
Q8N350	CBARP	85.8126721763085	15.702479338843	2
Q8N357	SLC35F6	78.7634408602151	38.1720430107527	24
Q8N365	CIART	48.7046632124352	22.020725388601	3
Q8N370	SLC43A2	84.7368421052632	37.0175438596491	4
Q8N371	KDM8	74.5803357314149	28.2973621103118	4
Q8N386	LRRC25	75.4901960784314	25.8169934640523	2
Q8N392	ARHGAP18	44.578313253012	27.2590361445783	2
Q8N393	ZNF786	71.5197956577267	19.1570881226054	9
Q8N394	TMTC2	51.2544802867383	30.2270011947431	1
Q8N398	VWA5B2	71.6009654062751	21.7216411906677	1
Q8N3A8	PARP8	39.8830409356725	26.0818713450292	2
Q8N3C0	ASCC3	34.8615524285066	31.0485701316387	14
Q8N3C7	CLIP4	36.4022662889518	25.2124645892351	28
Q8N3E9	PLCD3	83.5443037974684	25.4430379746835	2
Q8N3F0	MTURN	74.2424242424242	25	16
Q8N3F8	MICALL1	73.9583333333333	18.4027777777778	26
Q8N3I7	BBS5	28.3625730994152	31.5789473684211	16
Q8N3J3	C17orf53	55.8641975308642	24.6913580246914	5
Q8N3J5	PPM1K	45.8445040214477	26.0053619302949	9
Q8N3K9	CMYA5	33.040293040293	20.5860805860806	15
Q8N3L3	TXLNB	51.8248175182482	18.6861313868613	57
Q8N3P4	VPS8	39.6780965710287	31.630510846746	6
Q8N3R9	MPP5	37.7218934911243	26.3313609467456	25
Q8N3T1	GALNT15	70.46875	27.1875	2
Q8N3T6	TMEM132C	77.1866546438233	27.321911632101	1
Q8N3U4	STAG2	34.2532467532467	29.9512987012987	16
Q8N3V7	SYNPO	72.5806451612903	18.2795698924731	160
Q8N3X1	FNBP4	36.0510805500982	17.9764243614931	7
Q8N3X6	LCORL	33.4991708126036	22.2222222222222	4
Q8N3Y1	FBXW8	67.4457429048414	26.2103505843072	19
Q8N3Y3	LARGE2	78.393351800554	28.9473684210526	1
Q8N3Y7	SDR16C5	39.3548387096774	35.8064516129032	2
Q8N3Z3	GTPBP8	48.7719298245614	34.0350877192982	2
Q8N3Z6	ZCCHC7	40.5156537753223	17.8637200736648	8
Q8N402	FAM230A	47.7178423236515	23.2365145228216	6
Q8N423	LILRB2	67.4457429048414	23.5392320534224	17
Q8N427	NME8	32.76740237691	30.0509337860781	4
Q8N431	RASGEF1C	79.2291220556745	28.051391862955	1
Q8N434	SVOPL	64.5030425963489	39.3509127789047	1
Q8N441	FGFRL1	59.6711798839458	13.0560928433269	1
Q8N442	GUF1	31.9402985074627	30.2985074626866	1
Q8N443	RIBC1	59.7368421052632	18.6842105263158	23
Q8N446	ZNF843	68.1948424068768	18.9111747851003	4
Q8N448	LNX2	45.8755426917511	25.904486251809	67
Q8N456	LRRC18	77.0992366412214	30.9160305343511	2
Q8N461	FBXL16	87.0833333333333	28.75	5
Q8N465	D2HGDH	83.9080459770115	29.6934865900383	3
Q8N474	SFRP1	86.3492063492064	27.6190476190476	13
Q8N475	FSTL5	40.5660377358491	28.7735849056604	1
Q8N485	LIX1	57.9505300353357	28.2685512367491	2
Q8N488	RYBP	55.8951965065502	13.9737991266376	36
Q8N490	PNKD	73.8341968911917	23.3160621761658	13
Q8N4B1	FAM109A	84.8	24.4	13
Q8N4B4	FBXO39	68.3972911963883	32.0541760722348	1
Q8N4C6	NIN	50.6934481109517	25.3467240554758	96
Q8N4C7	STX19	30.1694915254237	28.8135593220339	10
Q8N4C8	MINK1	75.1687921980495	21.9804951237809	7
Q8N4F4	SLC22A24	58.5139318885449	37.4613003095975	1
Q8N4F7	RNF175	60.4863221884498	35.5623100303951	1
Q8N4G2	ARL14	50.259067357513	29.5336787564767	4
Q8N4G4	CA6	66.6666666666667	21.1111111111111	3
Q8N4H5	TOMM5	75	42.3076923076923	1
Q8N4J0	CARNMT1	42.4390243902439	27.5609756097561	3
Q8N4L2	TMEM55A	40.3100775193798	26.3565891472868	1
Q8N4L4	SPEM1	65.8064516129032	20.6451612903226	1
Q8N4L8	CCDC24	73.0519480519481	24.3506493506494	27
Q8N4M1	SLC44A3	52.7522935779816	37.4617737003058	2
Q8N4N3	KLHL36	88.3306320907618	26.580226904376	4
Q8N4N7	ABCC9	40	36.6666666666667	1
Q8N4N8	KIF2B	62.4629080118694	27.893175074184	1
Q8N4P2	TTC30B	56.1561561561562	28.6786786786787	41
Q8N4P3	HDDC3	77.3049645390071	26.241134751773	12
Q8N4P6	LRRC71	78.2142857142857	25.5357142857143	1
Q8N4Q0	ZADH2	45.7142857142857	29.3040293040293	1
Q8N4Q1	CHCHD4	51.0489510489511	16.0839160839161	5
Q8N4S0	CCDC82	27.8899082568807	20.9174311926606	7
Q8N4S9	MARVELD2	46.5116279069767	26.2969588550984	4
Q8N4T4	ARHGEF39	70.2380952380952	26.1904761904762	4
Q8N4T8	CBR4	35.2941176470588	32.7731092436975	3
Q8N4U5	TCP11L2	43.8461538461538	30.3846153846154	5
Q8N4V1	MMGT1	37.1212121212121	29.5454545454545	94
Q8N4V2	SVOP	65.5737704918033	35.8834244080146	1
Q8N4W3	CSF3	80.0995024875622	30.3482587064677	1
Q8N4W6	DNAJC22	66.6666666666667	32.7485380116959	1
Q8N4X5	AFAP1L2	72.5274725274725	21.7338217338217	5
Q8N4Y2	CRACR2B	82	20.5	14
Q8N4Z0	RAB42	83.5616438356164	25.5707762557078	2
Q8N511	TMEM199	62.6794258373206	33.0143540669856	11
Q8N531	FBXL6	80	26.1111111111111	9
Q8N539	FIBCD1	85.9307359307359	22.9437229437229	1
Q8N543	OGFOD1	51.9337016574586	26.5193370165746	1
Q8N554	ZNF276	73.5185185185185	19.0740740740741	6
Q8N556	AFAP1	66.6210670314637	21.6142270861833	18
Q8N565	MREG	53.4883720930233	25.5813953488372	2
Q8N567	ZCCHC9	34.9264705882353	19.8529411764706	2
Q8N568	DCLK2	54.7588005215124	24.5110821382008	4
Q8N573	OXR1	31.5428571428571	22.7428571428571	3
Q8N584	TTC39C	44.1682600382409	30.5927342256214	1
Q8N594	MPND	82.2033898305085	22.8813559322034	1
Q8N5A5	ZGPAT	76.6917293233083	20.3007518796992	82
Q8N5C6	SRBD1	39.9598393574297	28.4136546184739	6
Q8N5C8	TAB3	34.3618513323983	18.5133239831697	11
Q8N5D0	WDTC1	71.2389380530973	24.7787610619469	6
Q8N5F7	NKAP	47.5961538461538	10.8173076923077	27
Q8N5G0	SMIM20	44.6745562130178	24.5562130177515	2
Q8N5G2	TMEM57	50.8270676691729	27.5187969924812	25
Q8N5H3	FAM89B	83.0508474576271	18.6440677966102	1
Q8N5H7	SH2D3C	76.5389082462253	23.6933797909408	7
Q8N5I2	ARRDC1	76.9585253456221	25.8064516129032	7
Q8N5I3	KCNRG	39.5604395604396	32.6007326007326	7
Q8N5I4	DHRSX	69.1842900302115	30.5135951661631	2
Q8N5I9	C12orf45	44.973544973545	22.2222222222222	6
Q8N5J2	MINDY1	59.0733590733591	24.3243243243243	3
Q8N5J4	SPIC	43.7751004016064	23.2931726907631	3
Q8N5K1	CISD2	41.1764705882353	33.0882352941176	8
Q8N5L8	RPP25L	61.5853658536585	23.1707317073171	16
Q8N5M1	ATPAF2	73.1034482758621	25.8620689655172	50
Q8N5M4	TTC9C	61.046511627907	22.093023255814	23
Q8N5M9	JAGN1	72.8260869565217	36.9565217391304	20
Q8N5N7	MRPL50	37.1069182389937	28.9308176100629	86
Q8N5N8	TM6SF1	61.6438356164384	39.7260273972603	1
Q8N5P1	ZC3H8	32.8859060402685	16.4429530201342	3
Q8N5Q1	FAM71E2	74.4312026002167	21.7768147345612	1
Q8N5R6	CCDC33	74.4370860927152	25.9602649006622	30
Q8N5S3	C2orf73	35.6521739130435	18.2608695652174	3
Q8N5S9	CAMKK1	72.3320158102767	26.2845849802372	15
Q8N5T2	TBC1D19	32.6375711574953	34.3453510436433	5
Q8N5U6	RNF10	56.1576354679803	22.1674876847291	29
Q8N5V2	NGEF	75.6680731364276	25.7383966244726	13
Q8N5W9	RFLNB	84.6511627906977	22.3255813953488	4
Q8N5X7	EIF4E3	54.2222222222222	24.4444444444444	1
Q8N5Y2	MSL3	47.8927203065134	23.1800766283525	2
Q8N5Y8	PARP16	68.4210526315789	27.5541795665635	6
Q8N5Z5	KCTD17	80	22.5396825396825	24
Q8N608	DPP10	39.6486825595985	30.6148055207026	1
Q8N609	TRAM1L1	48.6486486486487	35.4054054054054	8
Q8N612	FAM160A2	62.6927029804728	27.9547790339157	5
Q8N653	LZTR1	80.4994054696789	27.5862068965517	2
Q8N660	NBPF15	52.4590163934426	22.6527570789866	1
Q8N661	TMEM86B	85.0220264317181	35.6828193832599	8
Q8N668	COMMD1	60.2094240837696	27.7486910994764	34
Q8N680	ZBTB2	59.8058252427184	25.4368932038835	32
Q8N682	DRAM1	53.9748953974895	40.1673640167364	2
Q8N684	CPSF7	50.2118644067797	20.3389830508475	56
Q8N693	ESX1	64.6191646191646	21.6216216216216	2
Q8N695	SLC5A8	48.936170212766	36.3338788870704	1
Q8N697	SLC15A4	67.1280276816609	33.5640138408304	2
Q8N6C5	IGSF1	57.0680628272251	28.1226626776365	4
Q8N6C8	LILRA3	69.7727272727273	23.1818181818182	1
Q8N6D2	RNF182	60.0806451612903	32.6612903225806	3
Q8N6F1	CLDN19	74.6666666666667	29.7777777777778	25
Q8N6F7	GCSAM	46.927374301676	20.1117318435754	3
Q8N6F8	METTL27	74.7967479674797	24.390243902439	28
Q8N6G5	CSGALNACT2	41.4364640883978	30.2025782688766	3
Q8N6H7	ARFGAP2	64.7509578544061	21.0727969348659	4
Q8N6I1	EID2	62.7659574468085	21.8085106382979	5
Q8N6K4	Undef	67.2413793103448	12.0689655172414	2
Q8N6K7	SAMD3	43.3781190019194	30.9021113243762	7
Q8N6L0	CCDC155	68.2060390763766	25.044404973357	107
Q8N6L1	KRTCAP2	74.2331288343558	37.4233128834356	9
Q8N6M0	OTUD6B	37.4149659863946	25.5102040816327	5
Q8N6M5	ALLC	50.4878048780488	27.8048780487805	1
Q8N6M6	AOPEP	55.1219512195122	26.7073170731707	9
Q8N6M9	ZFAND2A	50	21.9178082191781	6
Q8N6N2	TTC9B	83.3333333333333	19.1666666666667	1
Q8N6N3	C1orf52	58.4699453551913	13.6612021857924	9
Q8N6N6	NATD1	88.5964912280702	26.3157894736842	8
Q8N6P7	IL22RA1	69.2173913043478	24.695652173913	5
Q8N6Q1	TMCO5A	51.2110726643599	30.7958477508651	7
Q8N6Q3	CD177	69.4063926940639	25.3424657534247	2
Q8N6Q8	METTL25	40.2317880794702	27.4834437086093	1
Q8N6R0	METTL13	67.1428571428571	31	8
Q8N6R1	SERP2	65.1515151515152	34.8484848484849	14
Q8N6S4	ANKRD13C	45.2029520295203	27.4907749077491	1
Q8N6S5	ARL6IP6	60.352422907489	28.6343612334802	4
Q8N6T3	ARFGAP1	75.4299754299754	18.1818181818182	27
Q8N6T7	SIRT6	86.2359550561798	24.1573033707865	18
Q8N6U2	LINC00612	74.8633879781421	10.9289617486339	21
Q8N6U8	GPR161	73.9622641509434	33.2075471698113	1
Q8N6V9	TEX9	30.8673469387755	25	12
Q8N6W0	CELF5	82.7160493827161	26.5432098765432	15
Q8N6Y0	USHBP1	67.4715909090909	20.7386363636364	219
Q8N715	CCDC185	80.6089743589744	17.1474358974359	42
Q8N720	ZNF655	39.0243902439024	19.1056910569106	41
Q8N726	CDKN2A	61.6541353383459	19.5488721804511	41
Q8N752	CSNK1A1L	55.6213017751479	28.1065088757396	6
Q8N766	EMC1	64.1851106639839	31.2877263581489	17
Q8N769	C14orf178	46.3414634146341	19.5121951219512	1
Q8N799	SPATA24	61.5646258503401	27.2108843537415	1
Q8N7A1	KLHDC1	33.9066339066339	25.3071253071253	2
Q8N7B1	HORMAD2	44.8051948051948	29.5454545454545	1
Q8N7B6	PACRGL	31.3253012048193	26.1044176706827	11
Q8N7B9	EFCAB3	40.0911161731207	27.3348519362187	8
Q8N7C0	LRRC52	68.1528662420382	33.7579617834395	1
Q8N7C3	TRIML2	57.9896907216495	28.8659793814433	35
Q8N7E2	ZNF645	32.3943661971831	20.18779342723	7
Q8N7F7	UBL4B	76	28	3
Q8N7G0	POU5F2	69.6048632218845	26.1398176291793	2
Q8N7H5	PAF1	65.6015037593985	17.6691729323308	25
Q8N7J2	AMER2	77.5716694772344	16.1888701517707	1
Q8N7K0	ZNF433	35.459940652819	15.5786350148368	5
Q8N7M0	TCTEX1D1	36.6492146596859	30.3664921465969	1
Q8N7M2	ZNF283	34.9557522123894	18.2890855457227	1
Q8N7Q3	ZNF676	35.9918200408998	21.881390593047	1
Q8N7R7	CCNYL1	38.9655172413793	28.9655172413793	6
Q8N7U7	TPRX1	59.4660194174757	21.3592233009709	11
Q8N7W2	BEND7	48.1876332622601	24.0938166311301	80
Q8N7X4	MAGEB6	52.6960784313725	21.5686274509804	6
Q8N7Y1	KIRREL3-AS3	65.2892561983471	14.4628099173554	2
Q8N801	STPG4	39.3574297188755	24.0963855421687	1
Q8N806	UBR7	47.1830985915493	22.5352112676056	7
Q8N812	C12orf76	41.1764705882353	25	2
Q8N815	CNTD1	45.479704797048	30.0738007380074	1
Q8N816	TMEM99	41.6988416988417	34.3629343629344	1
Q8N831	TSPYL6	64.2335766423358	25.3041362530414	10
